ts,date,year,month,day,hour,minute,tz,hour_cer,day_cer
2009-06-24 11:30:00+01:00,2009-06-24,2009,6,24,11,30,IST,24,175
2009-06-24 12:00:00+01:00,2009-06-24,2009,6,24,12,0,IST,25,175
2009-06-24 12:30:00+01:00,2009-06-24,2009,6,24,12,30,IST,26,175
2009-06-24 13:00:00+01:00,2009-06-24,2009,6,24,13,0,IST,27,175
2009-06-24 13:30:00+01:00,2009-06-24,2009,6,24,13,30,IST,28,175
2009-06-24 14:00:00+01:00,2009-06-24,2009,6,24,14,0,IST,29,175
2009-06-24 14:30:00+01:00,2009-06-24,2009,6,24,14,30,IST,30,175
2009-06-24 15:00:00+01:00,2009-06-24,2009,6,24,15,0,IST,31,175
2009-06-24 15:30:00+01:00,2009-06-24,2009,6,24,15,30,IST,32,175
2009-06-24 16:00:00+01:00,2009-06-24,2009,6,24,16,0,IST,33,175
2009-06-24 16:30:00+01:00,2009-06-24,2009,6,24,16,30,IST,34,175
2009-06-24 17:00:00+01:00,2009-06-24,2009,6,24,17,0,IST,35,175
2009-06-24 17:30:00+01:00,2009-06-24,2009,6,24,17,30,IST,36,175
2009-06-24 18:00:00+01:00,2009-06-24,2009,6,24,18,0,IST,37,175
2009-06-24 18:30:00+01:00,2009-06-24,2009,6,24,18,30,IST,38,175
2009-06-24 19:00:00+01:00,2009-06-24,2009,6,24,19,0,IST,39,175
2009-06-24 19:30:00+01:00,2009-06-24,2009,6,24,19,30,IST,40,175
2009-06-24 20:00:00+01:00,2009-06-24,2009,6,24,20,0,IST,41,175
2009-06-24 20:30:00+01:00,2009-06-24,2009,6,24,20,30,IST,42,175
2009-06-24 21:00:00+01:00,2009-06-24,2009,6,24,21,0,IST,43,175
2009-06-24 21:30:00+01:00,2009-06-24,2009,6,24,21,30,IST,44,175
2009-06-24 22:00:00+01:00,2009-06-24,2009,6,24,22,0,IST,45,175
2009-06-24 22:30:00+01:00,2009-06-24,2009,6,24,22,30,IST,46,175
2009-06-24 23:00:00+01:00,2009-06-24,2009,6,24,23,0,IST,47,175
2009-06-24 23:30:00+01:00,2009-06-24,2009,6,24,23,30,IST,48,175
2009-06-25 00:00:00+01:00,2009-06-25,2009,6,25,0,0,IST,1,176
2009-06-25 00:30:00+01:00,2009-06-25,2009,6,25,0,30,IST,2,176
2009-06-25 01:00:00+01:00,2009-06-25,2009,6,25,1,0,IST,3,176
2009-06-25 01:30:00+01:00,2009-06-25,2009,6,25,1,30,IST,4,176
2009-06-25 02:00:00+01:00,2009-06-25,2009,6,25,2,0,IST,5,176
2009-06-25 02:30:00+01:00,2009-06-25,2009,6,25,2,30,IST,6,176
2009-06-25 03:00:00+01:00,2009-06-25,2009,6,25,3,0,IST,7,176
2009-06-25 03:30:00+01:00,2009-06-25,2009,6,25,3,30,IST,8,176
2009-06-25 04:00:00+01:00,2009-06-25,2009,6,25,4,0,IST,9,176
2009-06-25 04:30:00+01:00,2009-06-25,2009,6,25,4,30,IST,10,176
2009-06-25 05:00:00+01:00,2009-06-25,2009,6,25,5,0,IST,11,176
2009-06-25 05:30:00+01:00,2009-06-25,2009,6,25,5,30,IST,12,176
2009-06-25 06:00:00+01:00,2009-06-25,2009,6,25,6,0,IST,13,176
2009-06-25 06:30:00+01:00,2009-06-25,2009,6,25,6,30,IST,14,176
2009-06-25 07:00:00+01:00,2009-06-25,2009,6,25,7,0,IST,15,176
2009-06-25 07:30:00+01:00,2009-06-25,2009,6,25,7,30,IST,16,176
2009-06-25 08:00:00+01:00,2009-06-25,2009,6,25,8,0,IST,17,176
2009-06-25 08:30:00+01:00,2009-06-25,2009,6,25,8,30,IST,18,176
2009-06-25 09:00:00+01:00,2009-06-25,2009,6,25,9,0,IST,19,176
2009-06-25 09:30:00+01:00,2009-06-25,2009,6,25,9,30,IST,20,176
2009-06-25 10:00:00+01:00,2009-06-25,2009,6,25,10,0,IST,21,176
2009-06-25 10:30:00+01:00,2009-06-25,2009,6,25,10,30,IST,22,176
2009-06-25 11:00:00+01:00,2009-06-25,2009,6,25,11,0,IST,23,176
2009-06-25 11:30:00+01:00,2009-06-25,2009,6,25,11,30,IST,24,176
2009-06-25 12:00:00+01:00,2009-06-25,2009,6,25,12,0,IST,25,176
2009-06-25 12:30:00+01:00,2009-06-25,2009,6,25,12,30,IST,26,176
2009-06-25 13:00:00+01:00,2009-06-25,2009,6,25,13,0,IST,27,176
2009-06-25 13:30:00+01:00,2009-06-25,2009,6,25,13,30,IST,28,176
2009-06-25 14:00:00+01:00,2009-06-25,2009,6,25,14,0,IST,29,176
2009-06-25 14:30:00+01:00,2009-06-25,2009,6,25,14,30,IST,30,176
2009-06-25 15:00:00+01:00,2009-06-25,2009,6,25,15,0,IST,31,176
2009-06-25 15:30:00+01:00,2009-06-25,2009,6,25,15,30,IST,32,176
2009-06-25 16:00:00+01:00,2009-06-25,2009,6,25,16,0,IST,33,176
2009-06-25 16:30:00+01:00,2009-06-25,2009,6,25,16,30,IST,34,176
2009-06-25 17:00:00+01:00,2009-06-25,2009,6,25,17,0,IST,35,176
2009-06-25 17:30:00+01:00,2009-06-25,2009,6,25,17,30,IST,36,176
2009-06-25 18:00:00+01:00,2009-06-25,2009,6,25,18,0,IST,37,176
2009-06-25 18:30:00+01:00,2009-06-25,2009,6,25,18,30,IST,38,176
2009-06-25 19:00:00+01:00,2009-06-25,2009,6,25,19,0,IST,39,176
2009-06-25 19:30:00+01:00,2009-06-25,2009,6,25,19,30,IST,40,176
2009-06-25 20:00:00+01:00,2009-06-25,2009,6,25,20,0,IST,41,176
2009-06-25 20:30:00+01:00,2009-06-25,2009,6,25,20,30,IST,42,176
2009-06-25 21:00:00+01:00,2009-06-25,2009,6,25,21,0,IST,43,176
2009-06-25 21:30:00+01:00,2009-06-25,2009,6,25,21,30,IST,44,176
2009-06-25 22:00:00+01:00,2009-06-25,2009,6,25,22,0,IST,45,176
2009-06-25 22:30:00+01:00,2009-06-25,2009,6,25,22,30,IST,46,176
2009-06-25 23:00:00+01:00,2009-06-25,2009,6,25,23,0,IST,47,176
2009-06-25 23:30:00+01:00,2009-06-25,2009,6,25,23,30,IST,48,176
2009-06-26 00:00:00+01:00,2009-06-26,2009,6,26,0,0,IST,1,177
2009-06-26 00:30:00+01:00,2009-06-26,2009,6,26,0,30,IST,2,177
2009-06-26 01:00:00+01:00,2009-06-26,2009,6,26,1,0,IST,3,177
2009-06-26 01:30:00+01:00,2009-06-26,2009,6,26,1,30,IST,4,177
2009-06-26 02:00:00+01:00,2009-06-26,2009,6,26,2,0,IST,5,177
2009-06-26 02:30:00+01:00,2009-06-26,2009,6,26,2,30,IST,6,177
2009-06-26 03:00:00+01:00,2009-06-26,2009,6,26,3,0,IST,7,177
2009-06-26 03:30:00+01:00,2009-06-26,2009,6,26,3,30,IST,8,177
2009-06-26 04:00:00+01:00,2009-06-26,2009,6,26,4,0,IST,9,177
2009-06-26 04:30:00+01:00,2009-06-26,2009,6,26,4,30,IST,10,177
2009-06-26 05:00:00+01:00,2009-06-26,2009,6,26,5,0,IST,11,177
2009-06-26 05:30:00+01:00,2009-06-26,2009,6,26,5,30,IST,12,177
2009-06-26 06:00:00+01:00,2009-06-26,2009,6,26,6,0,IST,13,177
2009-06-26 06:30:00+01:00,2009-06-26,2009,6,26,6,30,IST,14,177
2009-06-26 07:00:00+01:00,2009-06-26,2009,6,26,7,0,IST,15,177
2009-06-26 07:30:00+01:00,2009-06-26,2009,6,26,7,30,IST,16,177
2009-06-26 08:00:00+01:00,2009-06-26,2009,6,26,8,0,IST,17,177
2009-06-26 08:30:00+01:00,2009-06-26,2009,6,26,8,30,IST,18,177
2009-06-26 09:00:00+01:00,2009-06-26,2009,6,26,9,0,IST,19,177
2009-06-26 09:30:00+01:00,2009-06-26,2009,6,26,9,30,IST,20,177
2009-06-26 10:00:00+01:00,2009-06-26,2009,6,26,10,0,IST,21,177
2009-06-26 10:30:00+01:00,2009-06-26,2009,6,26,10,30,IST,22,177
2009-06-26 11:00:00+01:00,2009-06-26,2009,6,26,11,0,IST,23,177
2009-06-26 11:30:00+01:00,2009-06-26,2009,6,26,11,30,IST,24,177
2009-06-26 12:00:00+01:00,2009-06-26,2009,6,26,12,0,IST,25,177
2009-06-26 12:30:00+01:00,2009-06-26,2009,6,26,12,30,IST,26,177
2009-06-26 13:00:00+01:00,2009-06-26,2009,6,26,13,0,IST,27,177
2009-06-26 13:30:00+01:00,2009-06-26,2009,6,26,13,30,IST,28,177
2009-06-26 14:00:00+01:00,2009-06-26,2009,6,26,14,0,IST,29,177
2009-06-26 14:30:00+01:00,2009-06-26,2009,6,26,14,30,IST,30,177
2009-06-26 15:00:00+01:00,2009-06-26,2009,6,26,15,0,IST,31,177
2009-06-26 15:30:00+01:00,2009-06-26,2009,6,26,15,30,IST,32,177
2009-06-26 16:00:00+01:00,2009-06-26,2009,6,26,16,0,IST,33,177
2009-06-26 16:30:00+01:00,2009-06-26,2009,6,26,16,30,IST,34,177
2009-06-26 17:00:00+01:00,2009-06-26,2009,6,26,17,0,IST,35,177
2009-06-26 17:30:00+01:00,2009-06-26,2009,6,26,17,30,IST,36,177
2009-06-26 18:00:00+01:00,2009-06-26,2009,6,26,18,0,IST,37,177
2009-06-26 18:30:00+01:00,2009-06-26,2009,6,26,18,30,IST,38,177
2009-06-26 19:00:00+01:00,2009-06-26,2009,6,26,19,0,IST,39,177
2009-06-26 19:30:00+01:00,2009-06-26,2009,6,26,19,30,IST,40,177
2009-06-26 20:00:00+01:00,2009-06-26,2009,6,26,20,0,IST,41,177
2009-06-26 20:30:00+01:00,2009-06-26,2009,6,26,20,30,IST,42,177
2009-06-26 21:00:00+01:00,2009-06-26,2009,6,26,21,0,IST,43,177
2009-06-26 21:30:00+01:00,2009-06-26,2009,6,26,21,30,IST,44,177
2009-06-26 22:00:00+01:00,2009-06-26,2009,6,26,22,0,IST,45,177
2009-06-26 22:30:00+01:00,2009-06-26,2009,6,26,22,30,IST,46,177
2009-06-26 23:00:00+01:00,2009-06-26,2009,6,26,23,0,IST,47,177
2009-06-26 23:30:00+01:00,2009-06-26,2009,6,26,23,30,IST,48,177
2009-06-27 00:00:00+01:00,2009-06-27,2009,6,27,0,0,IST,1,178
2009-06-27 00:30:00+01:00,2009-06-27,2009,6,27,0,30,IST,2,178
2009-06-27 01:00:00+01:00,2009-06-27,2009,6,27,1,0,IST,3,178
2009-06-27 01:30:00+01:00,2009-06-27,2009,6,27,1,30,IST,4,178
2009-06-27 02:00:00+01:00,2009-06-27,2009,6,27,2,0,IST,5,178
2009-06-27 02:30:00+01:00,2009-06-27,2009,6,27,2,30,IST,6,178
2009-06-27 03:00:00+01:00,2009-06-27,2009,6,27,3,0,IST,7,178
2009-06-27 03:30:00+01:00,2009-06-27,2009,6,27,3,30,IST,8,178
2009-06-27 04:00:00+01:00,2009-06-27,2009,6,27,4,0,IST,9,178
2009-06-27 04:30:00+01:00,2009-06-27,2009,6,27,4,30,IST,10,178
2009-06-27 05:00:00+01:00,2009-06-27,2009,6,27,5,0,IST,11,178
2009-06-27 05:30:00+01:00,2009-06-27,2009,6,27,5,30,IST,12,178
2009-06-27 06:00:00+01:00,2009-06-27,2009,6,27,6,0,IST,13,178
2009-06-27 06:30:00+01:00,2009-06-27,2009,6,27,6,30,IST,14,178
2009-06-27 07:00:00+01:00,2009-06-27,2009,6,27,7,0,IST,15,178
2009-06-27 07:30:00+01:00,2009-06-27,2009,6,27,7,30,IST,16,178
2009-06-27 08:00:00+01:00,2009-06-27,2009,6,27,8,0,IST,17,178
2009-06-27 08:30:00+01:00,2009-06-27,2009,6,27,8,30,IST,18,178
2009-06-27 09:00:00+01:00,2009-06-27,2009,6,27,9,0,IST,19,178
2009-06-27 09:30:00+01:00,2009-06-27,2009,6,27,9,30,IST,20,178
2009-06-27 10:00:00+01:00,2009-06-27,2009,6,27,10,0,IST,21,178
2009-06-27 10:30:00+01:00,2009-06-27,2009,6,27,10,30,IST,22,178
2009-06-27 11:00:00+01:00,2009-06-27,2009,6,27,11,0,IST,23,178
2009-06-27 11:30:00+01:00,2009-06-27,2009,6,27,11,30,IST,24,178
2009-06-27 12:00:00+01:00,2009-06-27,2009,6,27,12,0,IST,25,178
2009-06-27 12:30:00+01:00,2009-06-27,2009,6,27,12,30,IST,26,178
2009-06-27 13:00:00+01:00,2009-06-27,2009,6,27,13,0,IST,27,178
2009-06-27 13:30:00+01:00,2009-06-27,2009,6,27,13,30,IST,28,178
2009-06-27 14:00:00+01:00,2009-06-27,2009,6,27,14,0,IST,29,178
2009-06-27 14:30:00+01:00,2009-06-27,2009,6,27,14,30,IST,30,178
2009-06-27 15:00:00+01:00,2009-06-27,2009,6,27,15,0,IST,31,178
2009-06-27 15:30:00+01:00,2009-06-27,2009,6,27,15,30,IST,32,178
2009-06-27 16:00:00+01:00,2009-06-27,2009,6,27,16,0,IST,33,178
2009-06-27 16:30:00+01:00,2009-06-27,2009,6,27,16,30,IST,34,178
2009-06-27 17:00:00+01:00,2009-06-27,2009,6,27,17,0,IST,35,178
2009-06-27 17:30:00+01:00,2009-06-27,2009,6,27,17,30,IST,36,178
2009-06-27 18:00:00+01:00,2009-06-27,2009,6,27,18,0,IST,37,178
2009-06-27 18:30:00+01:00,2009-06-27,2009,6,27,18,30,IST,38,178
2009-06-27 19:00:00+01:00,2009-06-27,2009,6,27,19,0,IST,39,178
2009-06-27 19:30:00+01:00,2009-06-27,2009,6,27,19,30,IST,40,178
2009-06-27 20:00:00+01:00,2009-06-27,2009,6,27,20,0,IST,41,178
2009-06-27 20:30:00+01:00,2009-06-27,2009,6,27,20,30,IST,42,178
2009-06-27 21:00:00+01:00,2009-06-27,2009,6,27,21,0,IST,43,178
2009-06-27 21:30:00+01:00,2009-06-27,2009,6,27,21,30,IST,44,178
2009-06-27 22:00:00+01:00,2009-06-27,2009,6,27,22,0,IST,45,178
2009-06-27 22:30:00+01:00,2009-06-27,2009,6,27,22,30,IST,46,178
2009-06-27 23:00:00+01:00,2009-06-27,2009,6,27,23,0,IST,47,178
2009-06-27 23:30:00+01:00,2009-06-27,2009,6,27,23,30,IST,48,178
2009-06-28 00:00:00+01:00,2009-06-28,2009,6,28,0,0,IST,1,179
2009-06-28 00:30:00+01:00,2009-06-28,2009,6,28,0,30,IST,2,179
2009-06-28 01:00:00+01:00,2009-06-28,2009,6,28,1,0,IST,3,179
2009-06-28 01:30:00+01:00,2009-06-28,2009,6,28,1,30,IST,4,179
2009-06-28 02:00:00+01:00,2009-06-28,2009,6,28,2,0,IST,5,179
2009-06-28 02:30:00+01:00,2009-06-28,2009,6,28,2,30,IST,6,179
2009-06-28 03:00:00+01:00,2009-06-28,2009,6,28,3,0,IST,7,179
2009-06-28 03:30:00+01:00,2009-06-28,2009,6,28,3,30,IST,8,179
2009-06-28 04:00:00+01:00,2009-06-28,2009,6,28,4,0,IST,9,179
2009-06-28 04:30:00+01:00,2009-06-28,2009,6,28,4,30,IST,10,179
2009-06-28 05:00:00+01:00,2009-06-28,2009,6,28,5,0,IST,11,179
2009-06-28 05:30:00+01:00,2009-06-28,2009,6,28,5,30,IST,12,179
2009-06-28 06:00:00+01:00,2009-06-28,2009,6,28,6,0,IST,13,179
2009-06-28 06:30:00+01:00,2009-06-28,2009,6,28,6,30,IST,14,179
2009-06-28 07:00:00+01:00,2009-06-28,2009,6,28,7,0,IST,15,179
2009-06-28 07:30:00+01:00,2009-06-28,2009,6,28,7,30,IST,16,179
2009-06-28 08:00:00+01:00,2009-06-28,2009,6,28,8,0,IST,17,179
2009-06-28 08:30:00+01:00,2009-06-28,2009,6,28,8,30,IST,18,179
2009-06-28 09:00:00+01:00,2009-06-28,2009,6,28,9,0,IST,19,179
2009-06-28 09:30:00+01:00,2009-06-28,2009,6,28,9,30,IST,20,179
2009-06-28 10:00:00+01:00,2009-06-28,2009,6,28,10,0,IST,21,179
2009-06-28 10:30:00+01:00,2009-06-28,2009,6,28,10,30,IST,22,179
2009-06-28 11:00:00+01:00,2009-06-28,2009,6,28,11,0,IST,23,179
2009-06-28 11:30:00+01:00,2009-06-28,2009,6,28,11,30,IST,24,179
2009-06-28 12:00:00+01:00,2009-06-28,2009,6,28,12,0,IST,25,179
2009-06-28 12:30:00+01:00,2009-06-28,2009,6,28,12,30,IST,26,179
2009-06-28 13:00:00+01:00,2009-06-28,2009,6,28,13,0,IST,27,179
2009-06-28 13:30:00+01:00,2009-06-28,2009,6,28,13,30,IST,28,179
2009-06-28 14:00:00+01:00,2009-06-28,2009,6,28,14,0,IST,29,179
2009-06-28 14:30:00+01:00,2009-06-28,2009,6,28,14,30,IST,30,179
2009-06-28 15:00:00+01:00,2009-06-28,2009,6,28,15,0,IST,31,179
2009-06-28 15:30:00+01:00,2009-06-28,2009,6,28,15,30,IST,32,179
2009-06-28 16:00:00+01:00,2009-06-28,2009,6,28,16,0,IST,33,179
2009-06-28 16:30:00+01:00,2009-06-28,2009,6,28,16,30,IST,34,179
2009-06-28 17:00:00+01:00,2009-06-28,2009,6,28,17,0,IST,35,179
2009-06-28 17:30:00+01:00,2009-06-28,2009,6,28,17,30,IST,36,179
2009-06-28 18:00:00+01:00,2009-06-28,2009,6,28,18,0,IST,37,179
2009-06-28 18:30:00+01:00,2009-06-28,2009,6,28,18,30,IST,38,179
2009-06-28 19:00:00+01:00,2009-06-28,2009,6,28,19,0,IST,39,179
2009-06-28 19:30:00+01:00,2009-06-28,2009,6,28,19,30,IST,40,179
2009-06-28 20:00:00+01:00,2009-06-28,2009,6,28,20,0,IST,41,179
2009-06-28 20:30:00+01:00,2009-06-28,2009,6,28,20,30,IST,42,179
2009-06-28 21:00:00+01:00,2009-06-28,2009,6,28,21,0,IST,43,179
2009-06-28 21:30:00+01:00,2009-06-28,2009,6,28,21,30,IST,44,179
2009-06-28 22:00:00+01:00,2009-06-28,2009,6,28,22,0,IST,45,179
2009-06-28 22:30:00+01:00,2009-06-28,2009,6,28,22,30,IST,46,179
2009-06-28 23:00:00+01:00,2009-06-28,2009,6,28,23,0,IST,47,179
2009-06-28 23:30:00+01:00,2009-06-28,2009,6,28,23,30,IST,48,179
2009-06-29 00:00:00+01:00,2009-06-29,2009,6,29,0,0,IST,1,180
2009-06-29 00:30:00+01:00,2009-06-29,2009,6,29,0,30,IST,2,180
2009-06-29 01:00:00+01:00,2009-06-29,2009,6,29,1,0,IST,3,180
2009-06-29 01:30:00+01:00,2009-06-29,2009,6,29,1,30,IST,4,180
2009-06-29 02:00:00+01:00,2009-06-29,2009,6,29,2,0,IST,5,180
2009-06-29 02:30:00+01:00,2009-06-29,2009,6,29,2,30,IST,6,180
2009-06-29 03:00:00+01:00,2009-06-29,2009,6,29,3,0,IST,7,180
2009-06-29 03:30:00+01:00,2009-06-29,2009,6,29,3,30,IST,8,180
2009-06-29 04:00:00+01:00,2009-06-29,2009,6,29,4,0,IST,9,180
2009-06-29 04:30:00+01:00,2009-06-29,2009,6,29,4,30,IST,10,180
2009-06-29 05:00:00+01:00,2009-06-29,2009,6,29,5,0,IST,11,180
2009-06-29 05:30:00+01:00,2009-06-29,2009,6,29,5,30,IST,12,180
2009-06-29 06:00:00+01:00,2009-06-29,2009,6,29,6,0,IST,13,180
2009-06-29 06:30:00+01:00,2009-06-29,2009,6,29,6,30,IST,14,180
2009-06-29 07:00:00+01:00,2009-06-29,2009,6,29,7,0,IST,15,180
2009-06-29 07:30:00+01:00,2009-06-29,2009,6,29,7,30,IST,16,180
2009-06-29 08:00:00+01:00,2009-06-29,2009,6,29,8,0,IST,17,180
2009-06-29 08:30:00+01:00,2009-06-29,2009,6,29,8,30,IST,18,180
2009-06-29 09:00:00+01:00,2009-06-29,2009,6,29,9,0,IST,19,180
2009-06-29 09:30:00+01:00,2009-06-29,2009,6,29,9,30,IST,20,180
2009-06-29 10:00:00+01:00,2009-06-29,2009,6,29,10,0,IST,21,180
2009-06-29 10:30:00+01:00,2009-06-29,2009,6,29,10,30,IST,22,180
2009-06-29 11:00:00+01:00,2009-06-29,2009,6,29,11,0,IST,23,180
2009-06-29 11:30:00+01:00,2009-06-29,2009,6,29,11,30,IST,24,180
2009-06-29 12:00:00+01:00,2009-06-29,2009,6,29,12,0,IST,25,180
2009-06-29 12:30:00+01:00,2009-06-29,2009,6,29,12,30,IST,26,180
2009-06-29 13:00:00+01:00,2009-06-29,2009,6,29,13,0,IST,27,180
2009-06-29 13:30:00+01:00,2009-06-29,2009,6,29,13,30,IST,28,180
2009-06-29 14:00:00+01:00,2009-06-29,2009,6,29,14,0,IST,29,180
2009-06-29 14:30:00+01:00,2009-06-29,2009,6,29,14,30,IST,30,180
2009-06-29 15:00:00+01:00,2009-06-29,2009,6,29,15,0,IST,31,180
2009-06-29 15:30:00+01:00,2009-06-29,2009,6,29,15,30,IST,32,180
2009-06-29 16:00:00+01:00,2009-06-29,2009,6,29,16,0,IST,33,180
2009-06-29 16:30:00+01:00,2009-06-29,2009,6,29,16,30,IST,34,180
2009-06-29 17:00:00+01:00,2009-06-29,2009,6,29,17,0,IST,35,180
2009-06-29 17:30:00+01:00,2009-06-29,2009,6,29,17,30,IST,36,180
2009-06-29 18:00:00+01:00,2009-06-29,2009,6,29,18,0,IST,37,180
2009-06-29 18:30:00+01:00,2009-06-29,2009,6,29,18,30,IST,38,180
2009-06-29 19:00:00+01:00,2009-06-29,2009,6,29,19,0,IST,39,180
2009-06-29 19:30:00+01:00,2009-06-29,2009,6,29,19,30,IST,40,180
2009-06-29 20:00:00+01:00,2009-06-29,2009,6,29,20,0,IST,41,180
2009-06-29 20:30:00+01:00,2009-06-29,2009,6,29,20,30,IST,42,180
2009-06-29 21:00:00+01:00,2009-06-29,2009,6,29,21,0,IST,43,180
2009-06-29 21:30:00+01:00,2009-06-29,2009,6,29,21,30,IST,44,180
2009-06-29 22:00:00+01:00,2009-06-29,2009,6,29,22,0,IST,45,180
2009-06-29 22:30:00+01:00,2009-06-29,2009,6,29,22,30,IST,46,180
2009-06-29 23:00:00+01:00,2009-06-29,2009,6,29,23,0,IST,47,180
2009-06-29 23:30:00+01:00,2009-06-29,2009,6,29,23,30,IST,48,180
2009-06-30 00:00:00+01:00,2009-06-30,2009,6,30,0,0,IST,1,181
2009-06-30 00:30:00+01:00,2009-06-30,2009,6,30,0,30,IST,2,181
2009-06-30 01:00:00+01:00,2009-06-30,2009,6,30,1,0,IST,3,181
2009-06-30 01:30:00+01:00,2009-06-30,2009,6,30,1,30,IST,4,181
2009-06-30 02:00:00+01:00,2009-06-30,2009,6,30,2,0,IST,5,181
2009-06-30 02:30:00+01:00,2009-06-30,2009,6,30,2,30,IST,6,181
2009-06-30 03:00:00+01:00,2009-06-30,2009,6,30,3,0,IST,7,181
2009-06-30 03:30:00+01:00,2009-06-30,2009,6,30,3,30,IST,8,181
2009-06-30 04:00:00+01:00,2009-06-30,2009,6,30,4,0,IST,9,181
2009-06-30 04:30:00+01:00,2009-06-30,2009,6,30,4,30,IST,10,181
2009-06-30 05:00:00+01:00,2009-06-30,2009,6,30,5,0,IST,11,181
2009-06-30 05:30:00+01:00,2009-06-30,2009,6,30,5,30,IST,12,181
2009-06-30 06:00:00+01:00,2009-06-30,2009,6,30,6,0,IST,13,181
2009-06-30 06:30:00+01:00,2009-06-30,2009,6,30,6,30,IST,14,181
2009-06-30 07:00:00+01:00,2009-06-30,2009,6,30,7,0,IST,15,181
2009-06-30 07:30:00+01:00,2009-06-30,2009,6,30,7,30,IST,16,181
2009-06-30 08:00:00+01:00,2009-06-30,2009,6,30,8,0,IST,17,181
2009-06-30 08:30:00+01:00,2009-06-30,2009,6,30,8,30,IST,18,181
2009-06-30 09:00:00+01:00,2009-06-30,2009,6,30,9,0,IST,19,181
2009-06-30 09:30:00+01:00,2009-06-30,2009,6,30,9,30,IST,20,181
2009-06-30 10:00:00+01:00,2009-06-30,2009,6,30,10,0,IST,21,181
2009-06-30 10:30:00+01:00,2009-06-30,2009,6,30,10,30,IST,22,181
2009-06-30 11:00:00+01:00,2009-06-30,2009,6,30,11,0,IST,23,181
2009-06-30 11:30:00+01:00,2009-06-30,2009,6,30,11,30,IST,24,181
2009-06-30 12:00:00+01:00,2009-06-30,2009,6,30,12,0,IST,25,181
2009-06-30 12:30:00+01:00,2009-06-30,2009,6,30,12,30,IST,26,181
2009-06-30 13:00:00+01:00,2009-06-30,2009,6,30,13,0,IST,27,181
2009-06-30 13:30:00+01:00,2009-06-30,2009,6,30,13,30,IST,28,181
2009-06-30 14:00:00+01:00,2009-06-30,2009,6,30,14,0,IST,29,181
2009-06-30 14:30:00+01:00,2009-06-30,2009,6,30,14,30,IST,30,181
2009-06-30 15:00:00+01:00,2009-06-30,2009,6,30,15,0,IST,31,181
2009-06-30 15:30:00+01:00,2009-06-30,2009,6,30,15,30,IST,32,181
2009-06-30 16:00:00+01:00,2009-06-30,2009,6,30,16,0,IST,33,181
2009-06-30 16:30:00+01:00,2009-06-30,2009,6,30,16,30,IST,34,181
2009-06-30 17:00:00+01:00,2009-06-30,2009,6,30,17,0,IST,35,181
2009-06-30 17:30:00+01:00,2009-06-30,2009,6,30,17,30,IST,36,181
2009-06-30 18:00:00+01:00,2009-06-30,2009,6,30,18,0,IST,37,181
2009-06-30 18:30:00+01:00,2009-06-30,2009,6,30,18,30,IST,38,181
2009-06-30 19:00:00+01:00,2009-06-30,2009,6,30,19,0,IST,39,181
2009-06-30 19:30:00+01:00,2009-06-30,2009,6,30,19,30,IST,40,181
2009-06-30 20:00:00+01:00,2009-06-30,2009,6,30,20,0,IST,41,181
2009-06-30 20:30:00+01:00,2009-06-30,2009,6,30,20,30,IST,42,181
2009-06-30 21:00:00+01:00,2009-06-30,2009,6,30,21,0,IST,43,181
2009-06-30 21:30:00+01:00,2009-06-30,2009,6,30,21,30,IST,44,181
2009-06-30 22:00:00+01:00,2009-06-30,2009,6,30,22,0,IST,45,181
2009-06-30 22:30:00+01:00,2009-06-30,2009,6,30,22,30,IST,46,181
2009-06-30 23:00:00+01:00,2009-06-30,2009,6,30,23,0,IST,47,181
2009-06-30 23:30:00+01:00,2009-06-30,2009,6,30,23,30,IST,48,181
2009-07-01 00:00:00+01:00,2009-07-01,2009,7,1,0,0,IST,1,182
2009-07-01 00:30:00+01:00,2009-07-01,2009,7,1,0,30,IST,2,182
2009-07-01 01:00:00+01:00,2009-07-01,2009,7,1,1,0,IST,3,182
2009-07-01 01:30:00+01:00,2009-07-01,2009,7,1,1,30,IST,4,182
2009-07-01 02:00:00+01:00,2009-07-01,2009,7,1,2,0,IST,5,182
2009-07-01 02:30:00+01:00,2009-07-01,2009,7,1,2,30,IST,6,182
2009-07-01 03:00:00+01:00,2009-07-01,2009,7,1,3,0,IST,7,182
2009-07-01 03:30:00+01:00,2009-07-01,2009,7,1,3,30,IST,8,182
2009-07-01 04:00:00+01:00,2009-07-01,2009,7,1,4,0,IST,9,182
2009-07-01 04:30:00+01:00,2009-07-01,2009,7,1,4,30,IST,10,182
2009-07-01 05:00:00+01:00,2009-07-01,2009,7,1,5,0,IST,11,182
2009-07-01 05:30:00+01:00,2009-07-01,2009,7,1,5,30,IST,12,182
2009-07-01 06:00:00+01:00,2009-07-01,2009,7,1,6,0,IST,13,182
2009-07-01 06:30:00+01:00,2009-07-01,2009,7,1,6,30,IST,14,182
2009-07-01 07:00:00+01:00,2009-07-01,2009,7,1,7,0,IST,15,182
2009-07-01 07:30:00+01:00,2009-07-01,2009,7,1,7,30,IST,16,182
2009-07-01 08:00:00+01:00,2009-07-01,2009,7,1,8,0,IST,17,182
2009-07-01 08:30:00+01:00,2009-07-01,2009,7,1,8,30,IST,18,182
2009-07-01 09:00:00+01:00,2009-07-01,2009,7,1,9,0,IST,19,182
