ID,tariff,stimulus,kwh_2009_08,kwh_2009_09,kwh_2009_10,kwh_2009_11,kwh_2009_12,kwh_2010_01,kwh_2010_02,kwh_2010_03,kwh_2010_04,D_200_2,D_300_2,D_300_3,D_300_4,D_300_5,D_300_6,D_300_7,D_310_2,D_310_3,D_310_4,D_310_5,D_310_6,D_310_7,D_405_2,D_401_2,D_401_3,D_401_4,D_401_5,D_401_6
2387,E,E,238.38599999999983,245.52199999999988,274.75399999999996,312.7544999999993,349.93800000000016,366.7504999999997,307.2975000000003,309.9995,295.6220000000003,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2404,E,E,144.61149999999938,106.56349999999942,141.09449999999987,116.26599999999966,129.08199999999943,149.86450000000013,150.72249999999997,160.00349999999983,139.24699999999962,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2405,E,E,238.28449999999998,309.4950000000005,300.1539999999999,320.18349999999924,434.47750000000013,463.79749999999996,305.35949999999985,293.3120000000001,264.3220000000003,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2406,E,E,439.1679999999989,460.50050000000033,536.0275,496.39950000000016,578.0230000000006,641.6364999999993,494.95200000000006,469.15100000000086,503.43399999999974,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2407,E,E,129.81449999999992,128.1119999999995,131.30200000000016,145.86250000000027,175.32999999999993,189.2624999999996,141.1970000000006,128.05699999999965,101.15449999999981,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2409,E,E,192.46249999999972,198.37899999999968,152.45499999999979,219.8634999999997,246.8875000000003,274.9549999999998,184.45299999999986,200.94899999999996,193.90850000000006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2423,E,E,158.0109999999999,112.71849999999972,146.90349999999924,171.87299999999965,148.21049999999914,159.07549999999893,242.7134999999987,196.5364999999991,155.07199999999963,,,,,,,,,,,,,,,,,,,
2424,E,E,106.69300000000024,97.16000000000014,102.6050000000002,102.03599999999977,107.05350000000001,106.43249999999985,94.33350000000046,105.64550000000067,98.42799999999984,,,,,,,,,,,,,,,,,,,
2436,E,E,224.33799999999997,213.70300000000006,235.84450000000038,264.9430000000001,348.41749999999996,337.6805000000011,237.92349999999982,246.34749999999988,206.6749999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2438,E,E,228.3080000000001,199.45150000000018,229.94500000000016,232.86849999999995,254.09700000000007,233.80100000000016,183.54600000000008,161.02,173.43249999999998,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2458,B,3,303.3644999999997,235.5035000000001,242.75700000000026,237.91850000000025,236.549,240.3540000000003,228.73050000000026,232.2735000000003,230.9355000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2463,E,E,409.2765000000004,437.3780000000003,466.06400000000053,473.7104999999991,476.12750000000045,475.3884999999998,372.4704999999998,392.78549999999996,355.5884999999996,,,,,,,,,,,,,,,,,,,
2464,E,E,292.3670000000004,248.5295000000002,327.18799999999965,345.57899999999984,291.1844999999996,334.23149999999987,298.60599999999994,265.1825000000005,269.4080000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2485,E,E,421.6085,456.2415000000007,375.434,453.757,438.2095000000001,869.1675,684.9360000000004,499.831,411.4030000000002,,,,,,,,,,,,,,,,,,,
2489,E,E,216.9620000000003,213.25849999999957,263.4460000000004,263.66799999999995,309.69450000000035,272.4534999999999,222.29699999999974,236.4305000000001,202.86899999999977,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2490,E,E,32.309499999999396,33.489499999999865,44.634500000000244,53.46400000000069,314.2024999999997,384.6180000000003,126.52249999999997,210.82500000000022,189.29299999999998,,,,,,,,,,,,,,,,,,,
2512,E,E,156.80749999999986,177.99300000000002,179.04799999999963,168.04649999999998,174.3234999999998,192.6899999999999,164.4284999999999,180.19000000000034,143.32150000000036,,,,,,,,,,,,,,,,,,,
2519,E,E,208.2854999999998,205.03900000000002,244.64000000000036,259.12399999999997,247.30950000000016,435.2925000000007,214.24949999999927,253.04399999999973,209.42050000000003,,,,,,,,,,,,,,,,,,,
2522,E,E,416.2034999999997,332.6070000000003,354.3760000000002,362.0909999999998,476.25449999999967,426.60299999999955,328.27599999999876,341.44500000000045,258.7985000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2526,E,E,106.56650000000066,111.3669999999996,103.34350000000022,136.99349999999998,184.67399999999927,228.353500000001,173.04199999999946,166.95749999999984,134.4900000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2529,E,E,417.0935,447.11149999999935,503.39799999999934,530.3039999999996,589.9225000000008,498.9400000000001,482.0019999999998,478.1120000000005,357.7565000000023,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2532,E,E,521.4695000000007,649.1845000000014,749.5034999999998,622.4875000000001,645.4794999999992,1039.2084999999988,663.5850000000004,783.1585000000001,656.1909999999995,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2533,B,3,507.6520000000001,512.3859999999999,613.7189999999996,679.2154999999995,778.6125000000003,665.9224999999998,492.44999999999965,606.6730000000011,553.7874999999998,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2541,E,E,308.6840000000002,248.98649999999995,280.6784999999998,216.79749999999996,283.03949999999975,249.3650000000004,231.65749999999986,239.44949999999955,202.82350000000028,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2547,E,E,337.1669999999998,478.98449999999934,431.327500000001,422.0960000000002,482.663500000001,458.887,387.51749999999953,391.4369999999999,294.51250000000005,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2553,E,E,155.65850000000012,157.3735000000002,181.22799999999998,176.9635000000002,246.76150000000015,224.96849999999978,297.60450000000003,242.14199999999988,209.72149999999962,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2561,B,3,268.1529999999995,251.96750000000026,333.2179999999997,340.6360000000007,363.4220000000001,334.15600000000035,302.22250000000037,297.0674999999997,265.5654999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2562,E,E,700.7435000000008,480.3505000000005,412.03800000000007,468.90300000000025,632.6640000000006,530.1380000000008,423.3985000000003,414.5065000000001,508.46800000000053,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2574,E,E,408.86999999999955,521.1819999999998,815.0560000000014,950.7189999999994,1088.657500000001,1139.0074999999981,918.4794999999989,837.1114999999998,614.2319999999996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2591,E,E,178.8555,150.6055000000002,193.04099999999988,229.08349999999996,258.4015000000002,285.8964999999993,245.47250000000008,221.00299999999993,176.54399999999978,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2594,E,E,307.1330000000001,272.94199999999967,315.8635,399.42049999999904,397.0194999999997,384.4134999999996,338.6284999999996,334.82449999999994,280.1120000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2597,E,E,311.2025,462.94549999999936,487.71949999999964,511.6525000000005,611.2874999999999,600.1585000000001,403.67549999999954,520.8124999999994,470.77449999999976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2605,E,E,259.5819999999991,247.7565000000001,260.531,263.43249999999983,393.0200000000003,306.21399999999977,238.23000000000013,255.51149999999998,233.42349999999996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2607,E,E,257.83000000000004,238.74200000000044,248.11699999999996,304.86300000000034,373.4614999999997,341.08650000000046,264.21099999999996,241.60499999999988,226.58949999999984,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2608,B,3,572.1905000000002,296.4724999999998,356.27250000000026,448.73949999999996,866.7579999999995,595.0594999999997,332.92450000000025,328.7809999999996,745.2575000000004,,,,,,,,,,,,,,,,,,,
2621,E,E,98.96599999999988,106.6754999999998,196.3435,296.70899999999966,196.02500000000026,271.1479999999995,202.0569999999999,143.42949999999925,125.23800000000026,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2623,E,E,125.09800000000003,135.01900000000012,175.42650000000003,176.27700000000002,203.55049999999954,189.54850000000002,200.7820000000003,199.1814999999998,208.50449999999958,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2635,E,E,155.3715000000001,231.43950000000052,288.5050000000006,394.63749999999965,660.8674999999984,635.6969999999967,470.7670000000003,229.7030000000001,154.9625000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2638,E,E,186.29650000000035,193.35750000000016,194.4075,235.09499999999977,305.62199999999956,389.87500000000045,283.2334999999998,278.91700000000003,246.07450000000014,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2640,E,E,381.0275000000002,432.0905000000003,500.9554999999998,709.5230000000008,891.1424999999989,848.7275000000018,637.1529999999993,537.6270000000001,457.80149999999963,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2646,E,E,406.49150000000026,382.95349999999985,352.0755000000005,334.6285000000002,400.37999999999994,424.5435000000004,351.4625000000003,300.4109999999999,276.47499999999985,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2654,E,E,193.3495000000001,217.72350000000046,202.9080000000001,232.75349999999955,258.95850000000013,497.7249999999991,238.0160000000006,265.20250000000004,186.05600000000015,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2669,E,E,670.1835000000013,719.8190000000002,882.9705000000037,1052.0555000000022,1351.4505000000006,1545.7515000000008,1288.8770000000004,1218.968500000002,864.6515000000024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2678,E,E,327.01599999999996,260.4505000000002,407.9649999999994,399.89999999999986,336.53549999999905,422.74649999999986,318.82449999999994,356.4400000000004,351.2095000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2684,E,E,377.0465000000004,379.6280000000008,448.0799999999994,432.62799999999896,481.48850000000004,460.895,376.43249999999995,424.49950000000007,432.1520000000006,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2698,E,E,287.75399999999996,326.433499999999,560.3454999999994,642.8060000000015,909.1944999999987,864.7900000000011,654.6494999999998,657.1170000000003,555.1754999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2700,E,E,526.416999999999,471.2364999999993,510.23949999999917,484.395,677.2114999999999,691.9665000000006,564.7584999999996,585.7235000000006,618.8884999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2701,E,E,235.71600000000055,220.95700000000016,231.02750000000026,291.2049999999996,402.78499999999946,379.3720000000003,302.9144999999999,243.61650000000017,248.28550000000052,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2702,E,E,132.16000000000003,124.60799999999995,132.7664999999997,141.0559999999999,176.15999999999985,146.47499999999985,125.1599999999999,126.47500000000015,102.01899999999975,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2707,E,E,389.8184999999998,380.94300000000044,399.2269999999997,514.8070000000001,767.7075000000008,664.0710000000009,439.78749999999917,370.9140000000004,300.9369999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2708,E,E,127.45099999999972,112.67699999999974,105.18899999999987,114.35700000000085,118.84650000000022,124.77249999999952,116.23399999999982,138.20649999999935,112.10499999999902,,,,,,,,,,,,,,,,,,,
2710,E,E,288.1459999999997,291.0324999999996,269.21149999999926,268.701499999999,253.83699999999956,284.913499999999,237.12349999999986,256.5304999999997,255.26100000000008,,,,,,,,,,,,,,,,,,,
2725,E,E,239.76400000000032,244.98849999999987,292.8845000000001,315.2824999999989,354.7365000000003,391.4910000000001,245.83100000000007,291.1764999999994,270.2760000000005,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2730,E,E,136.97799999999992,124.17249999999994,147.7799999999998,157.48449999999968,198.65499999999986,157.85949999999977,146.9805000000003,160.3065000000002,142.3369999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2732,E,E,491.4099999999998,460.37999999999994,562.3369999999992,567.4929999999994,713.2739999999994,700.5709999999998,607.1385000000008,637.8120000000005,539.1139999999996,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2733,E,E,126.07999999999907,142.12649999999934,137.9324999999997,213.19700000000023,269.67899999999884,333.43450000000047,222.07199999999932,206.28449999999864,123.34999999999964,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2742,E,E,535.7920000000004,532.4224999999998,576.490499999999,570.2714999999998,643.859500000001,630.012999999999,508.5524999999996,501.88150000000047,472.89300000000077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2744,E,E,232.60600000000034,207.25399999999954,222.04450000000034,301.2164999999996,295.36149999999975,328.1465000000006,234.42950000000008,221.20050000000018,217.74500000000052,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2749,E,E,266.93249999999983,224.66000000000028,211.34450000000027,176.3439999999998,185.8190000000001,178.29999999999993,163.93800000000027,179.81399999999985,172.17499999999967,,,,,,,,,,,,,,,,,,,
2757,E,E,455.13049999999987,442.09250000000037,483.06100000000043,468.78649999999976,442.7554999999999,503.88000000000034,474.411,481.74650000000065,344.3325000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2774,E,E,225.00749999999974,209.9939999999998,264.1700000000001,276.8844999999999,397.1920000000001,313.0215000000004,215.91250000000022,206.6289999999998,235.72049999999984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2789,E,E,701.6885000000005,661.7355,691.4534999999984,634.9864999999993,766.8464999999986,757.6874999999998,686.2840000000008,678.1634999999994,573.6725,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2793,E,E,402.91250000000014,502.7769999999999,684.6729999999994,902.329499999999,872.7720000000018,755.7320000000008,448.2750000000001,497.9829999999998,597.6284999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2803,E,E,289.44049999999993,309.2069999999995,282.5485000000002,266.2010000000003,444.69900000000064,57.425499999999296,393.947,342.4525000000002,276.12350000000015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2804,E,E,39.57100000000035,63.189500000000564,50.08050000000022,56.58000000000014,46.985000000000525,62.13200000000066,61.561499999999874,66.32950000000021,55.49450000000047,,,,,,,,,,,,,,,,,,,
2811,E,E,487.14949999999976,515.6019999999994,528.2324999999997,559.654,737.8889999999994,782.7675000000006,570.902999999999,573.0159999999997,542.4635000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2821,B,3,169.80049999999997,173.9825,179.53099999999986,195.7210000000001,260.1620000000005,245.675,219.66449999999992,198.5160000000002,184.59800000000018,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2832,E,E,300.68949999999984,233.2770000000002,334.9719999999999,329.63849999999974,314.8324999999999,334.57850000000036,271.3054999999995,324.25999999999993,322.03049999999973,,,,,,,,,,,,,,,,,,,
2834,E,E,62.886999999999645,63.20649999999979,67.97399999999998,65.26599999999986,101.77950000000006,68.06249999999973,50.25549999999997,54.933999999999884,56.21749999999984,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2835,E,E,866.9709999999974,490.0975000000006,366.1870000000005,565.4459999999987,592.0964999999998,633.5799999999986,505.46700000000106,560.2,499.7760000000003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2838,E,E,840.2145000000015,971.3804999999998,1116.0954999999997,1389.9369999999985,1413.7134999999987,1381.5999999999976,1651.200999999998,2187.5329999999994,1701.8960000000009,,,,,,,,,,,,,,,,,,,
2857,E,E,920.6215000000005,913.7434999999986,917.6724999999994,883.6559999999977,942.9900000000017,856.2555000000003,814.2995000000003,887.9854999999986,892.3779999999996,,,,,,,,,,,,,,,,,,,
2872,E,E,773.0994999999999,584.5439999999999,590.0145000000011,548.1744999999995,484.22550000000035,349.7930000000003,248.16349999999989,312.41549999999995,553.009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2873,E,E,122.59049999999918,117.4414999999999,168.39149999999998,186.46599999999987,193.09549999999916,154.37549999999985,90.31800000000003,235.4789999999993,169.61299999999966,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2878,E,E,412.28150000000016,434.11349999999925,497.70149999999927,643.1694999999997,816.6119999999999,699.4475000000008,484.9449999999993,463.4214999999999,373.44100000000043,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2887,B,3,447.33149999999904,415.442999999999,489.6285000000006,491.9399999999999,535.1090000000003,503.7815000000008,451.44400000000013,482.2449999999994,417.71700000000044,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2892,E,E,388.1430000000005,391.7725000000004,460.9229999999998,533.0999999999987,539.9594999999991,478.2270000000002,422.43599999999856,360.3464999999998,323.0565000000001,,,,,,,,,,,,,,,,,,,
2905,E,E,331.9175,280.9964999999999,297.80750000000006,365.6245000000001,403.05250000000063,422.5385000000004,337.4584999999998,350.1800000000002,254.53949999999975,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2918,E,E,93.49800000000027,110.53049999999989,136.5564999999998,166.2334999999999,216.30549999999974,183.00549999999987,140.43399999999986,145.77599999999964,112.71549999999914,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2926,E,E,139.77150000000023,203.98299999999955,235.1674999999997,256.1900000000001,235.31899999999976,286.76499999999936,234.8960000000002,268.3795000000002,212.07499999999982,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2945,E,E,129.06350000000006,221.91549999999998,243.95599999999988,409.63950000000057,740.1169999999998,491.40199999999976,456.1074999999996,541.67,261.98800000000017,,,,,,,,,,,,,,,,,,,
2956,E,E,381.7165000000006,328.6924999999996,369.53200000000015,363.69050000000004,463.1844999999994,375.51849999999985,405.1799999999996,275.02150000000034,248.68150000000003,,,,,,,,,,,,,,,,,,,
2958,E,E,431.63000000000045,294.6215000000003,326.7585,336.0564999999993,421.7799999999989,411.23749999999944,359.5184999999996,342.8820000000004,327.6249999999995,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2967,E,E,382.86850000000027,353.6799999999997,417.04349999999965,529.1555000000004,560.2355000000008,667.0020000000003,533.4019999999998,527.8185000000003,345.5044999999998,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2968,E,E,477.7430000000001,491.3954999999998,525.3619999999999,520.3644999999991,618.2265000000011,703.4005000000005,621.2829999999993,685.3514999999998,528.7470000000005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2971,E,E,652.1300000000008,630.6624999999991,654.1805000000007,781.3869999999991,1119.9499999999994,1086.6345000000015,659.3500000000005,636.7830000000005,584.5389999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2975,B,3,533.5924999999996,749.5915000000005,753.2704999999994,744.3334999999997,867.1385,824.0185000000008,673.4100000000003,710.9595,576.0294999999998,,,,,,,,,,,,,,,,,,,
2980,B,3,207.8705000000005,184.36600000000024,242.5625000000002,218.69749999999945,267.342,187.55200000000008,149.4035000000002,198.84849999999997,140.16950000000028,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2986,E,E,330.8730000000007,340.3659999999993,355.85050000000007,360.751,396.521,490.8344999999995,362.33850000000024,352.28799999999967,296.8499999999999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2987,E,E,323.1505,280.2214999999999,367.9790000000003,398.5085000000005,450.8980000000002,468.3990000000006,376.82950000000005,402.23449999999957,372.9854999999988,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2988,E,E,529.6329999999988,497.3930000000008,488.6680000000004,449.15700000000027,436.0655000000005,478.6854999999993,427.24299999999937,492.1565000000005,453.13749999999993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3003,E,E,538.3275000000012,585.473999999999,411.8950000000006,333.85050000000064,328.36749999999995,377.91950000000026,351.12950000000006,327.9039999999999,348.7004999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3009,E,E,146.59800000000033,144.06549999999947,154.13149999999965,202.8139999999997,231.0719999999997,294.5484999999992,186.7684999999997,192.59499999999963,146.11000000000013,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3010,E,E,537.9574999999994,482.1235000000003,555.4184999999994,592.4364999999987,634.6190000000016,624.1815000000006,489.12600000000043,518.2290000000005,474.3710000000003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3019,E,E,1295.8815000000002,1112.964999999999,1029.7135000000019,1101.4084999999993,1312.7475,964.7704999999983,906.5174999999997,1025.8905000000009,872.5454999999995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3033,E,E,396.5084999999998,300.74649999999957,365.94150000000025,369.03399999999965,462.8515000000007,431.6364999999999,328.27850000000035,353.96150000000046,338.58199999999954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
